id,date,price,bedrooms,sqft_lot,standard
5316100780,2014-09-22,2575000.0,4,353.0314,High
825059178,2014-09-23,2574000.0,4,1897.450872,High
6613000935,2014-05-13,2555000.0,4,2435.080533,High
1954700410,2014-08-01,2546000.0,4,818.010915,High
1118001408,2014-11-24,2544750.0,5,1247.780193,High
9185700485,2015-04-01,2538000.0,4,557.418,High
9471200370,2015-03-30,2537000.0,4,1858.06,High
7490000040,2014-07-18,2535000.0,5,987.187278,High
9471200200,2015-03-25,2532000.0,4,1490.907344,High
3377900195,2014-09-29,2525000.0,4,4189.9253,High
7631800015,2015-04-07,2510000.0,3,5387.44497,High
5700003585,2014-12-29,2500000.0,5,1177.266816,High
3025300095,2014-10-09,2500000.0,4,1843.567132,High
9471200265,2015-05-05,2500000.0,4,1507.258272,High
6072800170,2015-04-28,2500000.0,4,2262.559662,High
4107100190,2015-03-24,2500000.0,4,1379.60955,High
1324049015,2014-11-11,2485000.0,4,2225.398462,High
4139420190,2015-05-12,2480000.0,4,1570.896827,High
9831200500,2015-03-04,2479000.0,5,696.7725,High
1176001293,2014-06-17,2475000.0,3,459.591141,High
1118002000,2014-06-24,2466350.0,5,1224.46154,High
3262300555,2014-07-08,2458000.0,4,1392.244358,High
1118000110,2014-05-29,2453500.0,4,1262.180158,High
2210500010,2014-09-30,2450000.0,7,2147.452845,High
3623500205,2014-05-13,2450000.0,4,1024.069769,High
5700004028,2015-04-17,2450000.0,4,608.700456,High
4389201250,2014-05-13,2450000.0,5,836.127,High
2426039123,2015-01-30,2415000.0,5,2252.89775,High
853200040,2015-04-28,2408000.0,5,2159.99475,High
251620090,2014-05-30,2400000.0,4,1926.250802,High
6169900790,2014-06-20,2400000.0,6,1003.3524,High
9185700440,2014-07-28,2400000.0,4,668.9016,High
4045100075,2015-03-25,2400000.0,4,1411.0107639999999,High
2025069065,2014-09-29,2400000.0,4,776.111662,High
724069059,2014-05-09,2400000.0,3,1083.713495,High
3880900010,2014-06-04,2400000.0,5,844.302464,High
3398800055,2014-11-19,2400000.0,4,2306.316975,High
6072800265,2014-08-13,2395000.0,4,1839.293594,High
1725059316,2014-11-20,2385000.0,4,1235.238288,High
1860600135,2014-05-02,2384000.0,5,840.77215,High
6072800205,2014-11-19,2375000.0,4,1881.378653,High
2579500110,2014-07-01,2367000.0,3,1621.15735,High
2154970020,2014-07-03,2351960.0,4,1803.433036,High
1725059127,2015-02-25,2350000.0,6,1072.750941,High
625059051,2014-09-03,2350000.0,4,2124.041289,High
4139900180,2015-04-20,2340000.0,4,3270.1856,High
1652500010,2015-03-26,2328000.0,4,1928.573377,High
4139300135,2014-07-09,2321000.0,5,1579.722612,High
8085400376,2015-04-21,2320000.0,4,884.43656,High
1118001201,2015-01-30,2300000.0,4,780.571006,High
3426049284,2014-08-19,2300000.0,4,1479.851887,High
5536100005,2014-08-08,2300000.0,7,819.032848,High
3880900170,2014-08-05,2300000.0,4,659.6113,High
1732801150,2014-07-01,2300000.0,4,908.405534,High
4389200765,2014-06-25,2300000.0,4,796.17871,High
8043700105,2015-04-17,2300000.0,4,759.482025,High
5452301785,2015-02-18,2298000.0,4,1287.63558,High
251620110,2014-07-02,2288000.0,4,1705.884886,High
1225069038,2014-05-05,2280000.0,7,28591.084056,High
3625049088,2014-07-02,2271150.0,4,1757.353148,High
8964800445,2015-02-09,2260000.0,3,1381.6534159999999,High
3262300485,2015-04-21,2250000.0,5,754.186554,High
5700003985,2014-10-29,2250000.0,4,754.836875,High
5316100980,2015-03-26,2250000.0,3,668.9016,High
9831200159,2014-08-06,2250000.0,3,320.701156,High
1954700695,2014-06-12,2250000.0,5,878.212059,High
4386700135,2014-11-14,2250000.0,4,746.568508,High
7855801670,2015-04-01,2250000.0,4,1844.12455,High
1118001215,2015-02-04,2250000.0,3,808.2561,High
5316100920,2014-07-25,2250000.0,3,724.6434,High
2524069097,2014-05-09,2238890.0,5,12078.969351,High
518500460,2014-10-08,2230000.0,3,523.415502,High
7936500109,2014-07-25,2230000.0,3,2607.229792,High
856000635,2015-03-23,2225000.0,4,1003.3524,High
1333300145,2015-03-04,2225000.0,3,2798.23836,High
868001435,2015-01-27,2225000.0,3,1555.19622,High
1973700030,2015-04-29,2205000.0,3,945.473831,High
1925069082,2015-05-11,2200000.0,5,2109.176809,High
2024069008,2014-06-19,2200000.0,5,970.83635,High
3629940160,2015-03-11,2200000.0,5,1594.958704,High
1118001295,2014-12-03,2200000.0,4,1031.037494,High
824059305,2015-01-08,2200000.0,5,1082.505756,High
9185700285,2014-12-23,2200000.0,4,668.9016,High
2425049061,2014-08-25,2200000.0,3,2829.453768,High
4045100190,2014-10-27,2196000.0,4,1672.254,High
7935000280,2014-08-12,2195000.0,5,3322.675795,High
1954700610,2014-12-09,2193000.0,3,660.354524,High
2525049259,2014-08-12,2187730.0,4,1222.789286,High
4218400455,2014-07-08,2180000.0,6,1021.933,High
6377200010,2014-12-08,2175000.0,4,2016.088003,High
5553300375,2014-08-20,2160000.0,3,603.404985,High
1370800225,2015-03-18,2152500.0,4,577.299242,High
685000115,2014-10-07,2150000.0,8,874.681745,High
3761700053,2015-01-05,2150000.0,3,892.79783,High
5710000005,2014-05-22,2150000.0,4,958.75896,High
1959701800,2014-07-02,2147500.0,3,510.9665,High
125069038,2014-11-25,2140000.0,4,42168.207185,High
1338800425,2015-03-04,2140000.0,6,662.212584,High
4107100204,2014-08-21,2135000.0,4,1655.53146,High
3760500336,2014-11-26,2125000.0,4,1812.816239,High
622049114,2015-02-18,2125000.0,3,2236.082307,High
6065300330,2014-06-20,2110000.0,3,1656.739199,High
3025300226,2014-05-15,2100000.0,4,1845.518095,High
5700003640,2014-05-19,2095000.0,5,989.881465,High
3861470110,2014-06-23,2075000.0,4,1893.084431,High
9533100285,2014-06-30,2065000.0,4,739.972395,High
7352200450,2015-01-15,2050000.0,4,1857.038067,High
7424700045,2015-05-13,2050000.0,5,787.81744,High
3505100756,2014-11-06,2050000.0,4,1749.735102,High
1338300170,2015-03-24,2048000.0,5,762.547824,High
46100504,2014-06-17,2027000.0,4,2118.002594,High
3585901085,2014-06-04,2005000.0,6,2617.634928,High
2524049318,2014-05-28,2000000.0,4,1672.254,High
2524049179,2014-08-26,2000000.0,3,4168.278901,High
1732800310,2015-03-02,2000000.0,4,418.0635,High
2726049034,2014-11-10,2000000.0,3,1522.401461,High
4131900042,2014-05-16,2000000.0,5,1009.112386,High
1724069059,2014-05-24,2000000.0,5,412.768029,High
3225069241,2015-04-22,2000000.0,3,1956.908792,High
2424059174,2015-05-08,1999950.0,4,3252.162418,High
1068000150,2015-05-01,1999000.0,4,696.7725,High
2624089007,2015-03-20,1998000.0,2,85510.057969,High
1346300035,2014-06-26,1990000.0,5,464.515,High
632000065,2014-06-11,1989000.0,3,1254.1905,High
2311400056,2014-12-01,1987500.0,5,832.41088,High
2025059026,2015-02-25,1980000.0,4,4123.406752,High
1651500040,2014-08-01,1980000.0,4,1122.361143,High
5017000470,2014-07-10,1975000.0,6,845.138591,High
1338600225,2014-05-28,1970000.0,8,602.01144,High
824059321,2014-06-02,1965220.0,4,790.60453,High
8964800025,2015-02-26,1965000.0,5,1276.301414,High
2806300065,2015-04-22,1960000.0,4,2912.787759,High
1923000260,2014-10-15,1959000.0,5,2171.421819,High
4055701200,2015-04-21,1955000.0,4,733.747894,High
3124059023,2015-02-13,1955000.0,3,1167.419098,High
2525049113,2014-07-25,1950000.0,4,1738.493839,High
8835800350,2015-01-12,1950000.0,4,15595.533707,High
1568100920,2015-04-08,1950000.0,4,1352.110262,High
5486800070,2014-06-20,1950000.0,7,1415.377205,High
3760500280,2014-10-14,1950000.0,3,1187.207437,High
2425049107,2015-03-05,1950000.0,4,1618.741872,High
5493110020,2015-01-16,1950000.0,4,1741.466735,High
4389201241,2014-12-30,1945000.0,4,641.0307,High
9809000020,2015-03-13,1940000.0,5,1548.878816,High
2626069030,2015-02-09,1940000.0,4,20760.290186,High
3860900035,2015-04-15,1940000.0,5,1535.3149779999999,High
8081500060,2014-10-01,1928000.0,4,1885.559288,High
5700003630,2014-06-30,1925000.0,5,747.86915,High
1370802115,2014-12-05,1925000.0,3,569.867002,High
1118000080,2015-03-31,1925000.0,4,1495.831203,High
1630700380,2015-01-30,1920000.0,5,21448.329804,High
2425049066,2014-06-16,1920000.0,4,3196.978036,High
1118001560,2014-07-10,1910000.0,4,634.806199,High
2540700110,2015-02-12,1905000.0,4,1724.651292,High
9808700405,2014-06-04,1901000.0,3,1241.834401,High
3024059014,2015-03-25,1900000.0,4,1067.362567,High
1525059261,2015-05-05,1900000.0,5,4116.996445,High
3835500585,2014-10-16,1900000.0,4,1176.895204,High
357000135,2015-02-18,1900000.0,4,727.43049,High
4389201075,2014-07-31,1900000.0,4,1240.347953,High
4114601580,2014-07-24,1900000.0,6,1229.757011,High
7767000060,2014-09-12,1900000.0,5,1530.205313,High
1330300300,2015-04-15,1900000.0,3,794.32065,High
3303850330,2014-12-16,1900000.0,4,2578.522765,High
1727001300,2014-06-09,1900000.0,4,10453.538463,High
1827200265,2014-09-11,1899000.0,2,2976.983732,High
2025069140,2015-03-17,1898000.0,3,402.641602,High
8085400401,2015-01-15,1898000.0,4,897.071368,High
9809000020,2014-05-13,1895000.0,5,1548.878816,High
249000180,2014-12-01,1890000.0,4,868.178535,High
824059042,2014-05-30,1886700.0,5,1666.215305,High
715010530,2015-01-13,1881580.0,5,1207.739,High
2470200020,2014-05-14,1880000.0,4,1815.510426,High
6447300225,2014-11-06,1880000.0,3,1664.728857,High
8923600020,2014-08-06,1880000.0,5,577.85666,High
3391500050,2014-07-03,1875000.0,4,1015.336887,High
6321000045,2014-12-22,1875000.0,5,735.79176,High
3885803044,2014-09-02,1875000.0,4,691.19832,High
1025039086,2014-09-16,1875000.0,3,2704.499233,High
3625700010,2014-05-06,1870000.0,5,1409.803025,High
3262300818,2015-02-27,1865000.0,4,817.267691,High
7787400105,2015-03-06,1865000.0,4,4046.85468,High
4218400100,2014-09-11,1865000.0,6,645.861656,High
1524079188,2014-07-29,1862000.0,4,29814.152051,High
9471200065,2014-10-15,1855000.0,5,891.8688,High
4134300175,2015-04-17,1851000.0,4,1381.095998,High
6744701310,2015-04-15,1850000.0,4,1112.234716,High
5026900235,2014-09-11,1850000.0,4,174.65764,High
3592500800,2014-10-18,1850000.0,5,562.99218,High
9201300050,2014-08-14,1850000.0,5,784.287126,High
809001520,2014-11-05,1850000.0,4,557.418,High
1266200140,2015-05-06,1850000.0,4,960.152505,High
4457300005,2015-03-25,1839900.0,4,1022.583321,High
6752500090,2015-01-27,1835000.0,4,3640.86857,High
2124069115,2014-10-21,1830000.0,4,19991.424958,High
5493110080,2014-08-15,1825000.0,3,3652.667251,High
1051000040,2015-04-24,1824100.0,3,1862.983859,High
1524069044,2014-10-09,1822500.0,4,8241.796742,High
4054530260,2014-06-27,1820000.0,4,4954.51699,High
4094800120,2014-06-19,1815000.0,5,1207.739,High
1725059136,2014-11-21,1815000.0,4,1195.940319,High
5035300325,2015-04-14,1810000.0,3,1451.702278,High
8081500050,2015-03-02,1810000.0,5,1899.030223,High
1118000465,2015-03-12,1810000.0,3,770.630385,High
9286730020,2015-03-31,1802750.0,5,1858.524515,High
1337300145,2014-07-21,1800000.0,4,773.417475,High
5425700205,2014-05-20,1800000.0,4,1574.984559,High
4030100005,2014-12-09,1800000.0,5,3631.949882,High
4385700250,2015-04-07,1800000.0,4,371.612,High
323079101,2015-01-23,1800000.0,4,19101.135509,High
3528000040,2015-03-26,1800000.0,3,20851.335125999998,High
3343302110,2015-03-06,1800000.0,3,1235.145385,High
524059063,2014-05-06,1800000.0,5,954.949937,High
5078400160,2014-06-05,1800000.0,5,1447.42874,High
1329000090,2014-12-19,1799000.0,4,3632.321494,High
9359100500,2014-05-27,1795000.0,4,1207.739,High
9320100090,2014-06-10,1795000.0,5,1600.9044959999999,High
5461300150,2014-12-11,1795000.0,5,1883.515422,High
3893100462,2015-02-25,1789950.0,5,790.047112,High
4139420640,2014-10-30,1785000.0,4,1328.5129,High
7237501190,2014-10-10,1780000.0,4,1245.086006,High
644000040,2015-04-29,1780000.0,4,1013.757536,High
1370803180,2014-08-08,1776000.0,3,724.6434,High
251500330,2014-10-14,1775000.0,3,1786.060175,High
5457300095,2015-01-07,1775000.0,4,656.917113,High
8964800050,2015-03-04,1770000.0,3,1356.662509,High
2954400310,2014-09-15,1769000.0,4,3613.9267,High
644000115,2014-09-23,1765000.0,4,952.1628469999999,High
2525049266,2014-08-21,1762000.0,3,1486.448,High
4139420370,2014-08-11,1760000.0,4,2009.49189,High
1337800805,2014-07-03,1755000.0,3,445.9344,High
3304700130,2015-01-28,1755000.0,4,6313.037559,High
8085400586,2014-11-01,1750000.0,4,833.804425,High
715010130,2015-02-02,1750000.0,6,1293.952984,High
7533800295,2014-08-19,1750000.0,4,719.905347,High
1336800240,2014-05-08,1750000.0,6,535.12128,High
250000010,2014-09-24,1750000.0,4,780.3851999999999,High
250000090,2014-07-14,1750000.0,4,711.63698,High
715010140,2014-10-02,1750000.0,5,1183.491317,High
3025059072,2014-07-25,1749000.0,4,2109.82713,High
3885808005,2015-03-05,1740000.0,5,510.9665,High
4219401080,2014-05-20,1740000.0,4,422.24413499999997,High
1118000935,2014-07-05,1738000.0,4,605.077239,High
3585901025,2014-06-13,1735000.0,3,2981.5359789999998,High
4219400520,2014-06-16,1735000.0,4,464.515,High
1561600056,2014-10-17,1735000.0,4,896.885562,High
1024049024,2014-12-03,1735000.0,5,715.3531,High
46100350,2014-06-30,1730000.0,5,2465.64562,High
4094800260,2014-11-26,1730000.0,4,1920.119204,High
6448000100,2014-06-17,1728000.0,4,1911.01471,High
4141800285,2014-07-14,1727000.0,4,743.224,High
1088100450,2014-07-25,1720000.0,5,3255.878538,High
1118001805,2014-07-24,1715000.0,4,708.199569,High
1118001835,2014-12-23,1715000.0,4,669.551921,High
3738000070,2015-03-09,1712750.0,5,610.5585159999999,High
3220200040,2014-06-16,1712500.0,3,504.649096,High
4100500070,2014-05-27,1710000.0,5,1364.280555,High
5154200015,2015-04-14,1705000.0,3,2573.598906,High
2154500060,2014-12-03,1705000.0,5,1588.6413,High
8106100085,2014-05-09,1702500.0,5,2203.287548,High
2175100055,2014-12-30,1700000.0,5,1360.936047,High
1925069066,2014-06-23,1700000.0,3,1740.166093,High
8073000550,2015-04-15,1700000.0,4,1596.630958,High
524059330,2015-01-30,1700000.0,4,832.689589,High
8146200070,2015-03-10,1700000.0,5,869.57208,High
1224059053,2014-10-27,1700000.0,5,1416.77075,High
4141010110,2014-08-08,1700000.0,4,1424.667505,High
5493100366,2014-06-25,1700000.0,5,2126.085155,High
1623069046,2015-03-12,1700000.0,4,31241.699549,High
2311400145,2014-10-29,1699990.0,4,764.963302,High
2655500241,2014-08-14,1699000.0,3,3265.819159,High
7856410411,2014-09-22,1698890.0,4,1416.399138,High
3472800065,2014-08-26,1698000.0,4,899.951361,High
6600000050,2015-03-10,1698000.0,4,579.7147199999999,High
9829200250,2015-01-05,1697000.0,3,613.1598,High
5078400215,2014-07-30,1695000.0,5,656.545501,High
5457800930,2014-06-13,1695000.0,2,278.709,High
6738700335,2014-07-01,1695000.0,4,1012.6427,High
1370800700,2015-02-09,1695000.0,3,497.03105,High
9178601660,2015-05-14,1695000.0,5,497.402662,High
9808100185,2014-10-03,1691000.0,4,1255.584045,High
4219401236,2014-05-20,1690000.0,3,832.875395,High
3528000040,2014-10-01,1690000.0,3,20851.335125999998,High
4219400580,2014-06-12,1688000.0,4,696.7725,High
4139480350,2015-01-13,1688000.0,4,1202.257723,High
5093300280,2014-07-09,1681000.0,5,1737.9364209999999,High
6648150040,2014-05-13,1680000.0,5,2203.937869,High
4139500410,2015-01-26,1680000.0,6,1555.846541,High
853600150,2014-05-24,1680000.0,4,6341.280071,High
3459900230,2014-11-25,1680000.0,4,2743.983008,High
3616600003,2015-03-02,1680000.0,3,1576.749716,High
4030100290,2014-10-01,1680000.0,5,668.622891,High
1329000030,2014-09-04,1680000.0,4,3249.932746,High
5021900140,2014-11-20,1679000.0,5,1065.225798,High
9315600050,2015-03-17,1675000.0,5,1772.58924,High
1455100355,2014-07-08,1675000.0,3,775.089729,High
629800660,2014-09-09,1675000.0,4,2360.851036,High
1959701745,2014-11-07,1675000.0,6,613.1598,High
2125059013,2015-04-20,1670000.0,5,3791.928848,High
5350201180,2014-07-20,1665000.0,4,779.920685,High
5154700060,2014-10-15,1662000.0,4,1783.7376,High
9544200277,2014-10-15,1660000.0,4,1039.491667,High
4218400671,2015-05-05,1655000.0,4,510.9665,High
1370801520,2014-05-27,1655000.0,4,447.327945,High
3262300322,2015-04-08,1651000.0,4,1256.97759,High
1068000255,2014-08-27,1650000.0,4,888.803001,High
1652500060,2014-07-11,1650000.0,8,1919.933398,High
7856400240,2015-02-11,1650000.0,4,905.80425,High
3343301920,2015-03-02,1650000.0,3,825.9076699999999,High
9413900035,2015-01-09,1650000.0,4,696.7725,High
8964800860,2015-02-09,1650000.0,4,1105.917312,High
8964800975,2014-07-31,1650000.0,4,1384.626312,High
1651800030,2014-08-29,1650000.0,4,1895.2212,High
777100005,2014-11-22,1650000.0,3,576.277309,High
3024059057,2015-05-01,1650000.0,4,1492.486695,High
3885803245,2015-03-05,1650000.0,5,780.3851999999999,High
2724079090,2015-01-05,1650000.0,4,81908.301562,High
1824079052,2015-04-01,1650000.0,4,19546.233782,High
4104500181,2014-08-12,1648000.0,4,1161.2875,High
8084900195,2014-11-21,1646000.0,6,1505.0286,High
4054550010,2015-04-13,1640000.0,5,10966.920441,High
3528900401,2014-07-01,1640000.0,3,505.856835,High
6117502230,2014-12-01,1637500.0,3,1966.199092,High
7533800170,2014-07-07,1636000.0,3,628.488795,High
7787400030,2014-06-09,1635000.0,5,2488.313952,High
9809000010,2015-01-06,1629000.0,5,1540.610449,High
9279700150,2015-02-12,1625000.0,4,753.629136,High
5318101565,2014-07-03,1625000.0,4,334.4508,High
6613000585,2015-01-08,1620500.0,3,869.757886,High
7856400240,2014-06-27,1620000.0,4,905.80425,High
2450500060,2014-08-26,1620000.0,4,753.814942,High
3025300250,2015-05-13,1620000.0,4,1645.219227,High
2288900140,2014-12-18,1620000.0,3,371.612,High
4139470010,2014-10-06,1615000.0,4,1140.941743,High
9412400220,2014-07-10,1612500.0,4,1690.8346,High
824059331,2014-11-08,1610000.0,5,1231.89378,High
853600310,2014-08-28,1610000.0,5,13259.580675,High
5093300325,2014-05-23,1610000.0,4,1077.6748,High
3861470120,2014-11-26,1610000.0,4,2397.547721,High
2655500235,2015-04-10,1605000.0,4,1773.332464,High
4139910160,2015-04-01,1600000.0,5,3050.93452,High
9253900417,2015-01-28,1600000.0,3,1820.248479,High
3616600250,2014-05-27,1600000.0,3,1765.157,High
524059148,2014-06-06,1600000.0,4,890.289449,High
7403200050,2014-11-13,1600000.0,3,2142.807695,High
1118002090,2014-06-28,1600000.0,3,668.9016,High
9362000080,2015-03-16,1600000.0,5,1943.995275,High
3225079035,2014-06-18,1600000.0,6,21428.262756,High
5318100965,2015-02-17,1600000.0,4,334.4508,High
6613000750,2014-10-01,1600000.0,4,464.515,High
4389200796,2014-05-22,1600000.0,3,1191.388072,High
7215900020,2014-12-09,1600000.0,4,881.277858,High
1130000005,2014-07-15,1600000.0,3,464.515,High
191100435,2014-09-26,1600000.0,5,940.642875,High
3536900030,2015-02-09,1600000.0,3,1955.793956,High
8722100570,2015-04-03,1600000.0,4,532.798705,High
5026900160,2015-04-24,1600000.0,5,499.260722,High
1125079111,2015-04-15,1600000.0,4,80937.0936,High
2624059036,2014-10-03,1599950.0,5,4006.256069,High
9272200090,2015-02-04,1598890.0,4,557.418,High
1489300005,2014-08-01,1598000.0,5,696.7725,High
6600000217,2015-04-03,1595000.0,4,720.648571,High
8655000070,2014-06-01,1595000.0,5,765.427817,High
3761100180,2014-09-17,1595000.0,4,1239.418923,High
8964800755,2015-01-16,1590000.0,4,1034.103293,High
7430200060,2015-04-24,1583000.0,4,1027.785889,High
8085400055,2015-04-28,1582500.0,4,1514.690512,High
9471201175,2014-05-06,1580000.0,4,1014.50076,High
3885806105,2014-05-21,1580000.0,3,668.9016,High
2303900045,2014-06-23,1580000.0,4,6920.065761,High
2524049148,2015-03-17,1580000.0,4,1860.939993,High
5093301285,2015-03-27,1580000.0,4,975.4815,High
251610020,2015-05-08,1580000.0,4,1857.223873,High
2225059214,2014-08-08,1578000.0,4,4815.719908,High
191100405,2015-04-21,1575000.0,4,940.642875,High
3066120030,2015-01-27,1575000.0,4,921.226148,High
5452301810,2014-09-05,1575000.0,5,858.42372,High
6117502220,2014-11-17,1575000.0,3,2106.296816,High
5021900635,2014-10-28,1575000.0,3,1323.86775,High
6448000090,2014-05-12,1575000.0,5,1871.99545,High
8678500020,2014-12-13,1575000.0,4,12181.069748,High
3342104046,2014-07-08,1570000.0,4,1693.250078,High
7237500390,2014-11-10,1570000.0,5,1368.554093,High
5318100645,2014-05-27,1570000.0,4,543.48255,High
3271800295,2015-02-03,1569500.0,5,538.8374,High
1118001370,2015-01-02,1568000.0,3,820.147684,High
4389200876,2014-07-01,1565000.0,4,1184.51325,High
4389200753,2014-08-19,1565000.0,4,796.17871,High
1330300451,2014-12-17,1565000.0,3,789.6754999999999,High
226059096,2014-11-18,1565000.0,5,6254.137057,High
624069050,2015-04-07,1565000.0,4,30027.643145,High
2524049215,2015-05-01,1564350.0,4,1579.3509999999999,High
2311400195,2015-03-03,1563100.0,5,752.5143,High
8084900170,2014-10-23,1562000.0,5,1505.0286,High
1925059200,2015-04-07,1557600.0,4,1658.597259,High
3262300235,2014-11-26,1555000.0,5,1508.558914,High
9468200109,2014-06-17,1555000.0,3,579.7147199999999,High
2652501565,2015-04-23,1550000.0,3,457.08276,High
6448600060,2015-02-26,1550000.0,5,1932.846915,High
8678500060,2014-07-10,1550000.0,5,15944.570278,High
3892500150,2014-05-21,1550000.0,3,2417.986381,High
2525049246,2014-10-17,1550000.0,2,1448.636479,High
3754501240,2015-02-06,1550000.0,3,427.3538,High
5451300117,2015-04-22,1550000.0,4,1642.246331,High
6613000375,2015-03-17,1550000.0,4,464.515,High
2574900080,2014-05-13,1550000.0,5,1621.900574,High
6096500105,2015-04-30,1545000.0,4,278.709,High
3395000070,2014-09-27,1544500.0,4,1406.458517,High
3179100180,2015-05-07,1540000.0,5,646.60488,High
3896100130,2014-06-17,1538000.0,3,705.969897,High
249000205,2014-10-15,1537000.0,5,751.399464,High
4289900005,2014-12-30,1535000.0,4,380.9023,High
8924600020,2014-11-14,1535000.0,4,933.67515,High
3758900075,2014-05-07,1532500.0,5,750.284628,High
2524049257,2014-09-18,1530000.0,4,1573.77682,High
7015200335,2014-06-19,1525000.0,4,476.685293,High
3585900500,2015-04-02,1525000.0,4,1950.963,High
4139910250,2015-02-10,1525000.0,4,3258.10821,High
1125069153,2014-08-22,1525000.0,4,10319.479434,High
